record_id,subject_id,session_id,timestamp_ms,delta_band_power,theta_band_power,alpha_band_power,beta_band_power,gamma_band_power,signal_noise_ratio,eye_blink_artifact,mental_task_type,focus_level_score,cognitive_state
1445,21,4,107967,1.491,0.822,7.168,7.896,1.598,20.86,No,Visual Stimulus,77.54,Focused
1446,27,3,94455,1.769,1.685,7.95,3.594,0.552,27.37,No,Cognitive Load,26.19,Relaxed
1447,31,4,461063,2.496,5.992,1.15,5.013,0.881,35.71,No,Cognitive Load,44.9,Fatigued
1448,6,3,175405,1.27,2.882,6.967,4.19,0.303,23.36,No,Visual Stimulus,15.17,Focused
1449,27,2,239646,4.43,4.366,3.429,3.754,1.809,18.07,No,Motor Imagery,67.79,Relaxed
1450,40,5,189937,3.672,1.505,4.431,0.708,3.246,35.35,No,Motor Imagery,72.83,Focused
1451,34,2,472312,0.883,3.854,7.361,3.92,2.385,15.86,No,Visual Stimulus,36.17,Relaxed
1452,12,6,385007,3.425,4.494,7.8,8.95,2.465,7.78,No,Cognitive Load,78.47,Relaxed
1453,45,3,61192,3.441,2.23,2.466,7.059,0.882,20.58,No,Resting,23.99,Focused
1454,7,6,191758,4.803,5.059,2.096,1.882,1.441,32.48,No,Cognitive Load,69.19,Focused
1455,10,10,235161,0.514,3.819,1.104,6.116,3.396,6.08,No,Resting,73.0,Focused
1456,45,9,286287,1.616,2.64,4.713,8.976,0.443,25.51,No,Resting,96.87,Fatigued
1457,17,1,107044,4.675,3.567,0.602,7.15,3.446,25.81,Yes,Cognitive Load,23.23,Distracted
1458,26,6,505173,4.695,3.672,3.589,1.913,1.986,37.5,No,Cognitive Load,9.37,Relaxed
1459,21,9,181062,3.743,1.41,1.05,8.744,3.365,15.03,No,Cognitive Load,26.3,Relaxed
1460,28,4,456104,3.946,2.715,3.539,3.365,1.34,14.76,No,Resting,12.29,Focused
1461,46,2,69351,0.912,2.389,0.799,4.814,1.421,20.42,No,Motor Imagery,16.97,Relaxed
1462,2,4,490588,2.812,2.705,6.764,5.498,3.031,17.49,No,Resting,33.41,Distracted
1463,43,1,234085,1.542,4.686,2.073,8.58,3.161,30.77,No,Resting,41.4,Distracted
1464,1,3,498095,1.315,3.154,2.962,9.35,0.996,27.46,No,Resting,90.37,Relaxed
1465,36,10,70309,4.146,5.672,7.025,9.332,3.894,31.56,No,Visual Stimulus,19.56,Relaxed
1466,26,9,119156,1.108,2.115,6.097,0.576,0.43,33.7,No,Motor Imagery,97.18,Focused
1467,29,10,338144,2.609,2.786,2.143,9.258,0.367,37.3,Yes,Resting,81.02,Distracted
1468,21,5,441848,4.724,4.828,1.039,1.017,2.422,20.08,No,Resting,88.15,Relaxed
1469,11,6,21576,1.336,3.503,5.868,3.025,2.919,39.46,No,Visual Stimulus,92.94,Distracted
1470,40,3,527608,4.901,3.509,3.43,5.392,3.847,12.55,No,Resting,75.32,Relaxed
1471,11,5,184535,4.974,0.793,6.246,5.059,1.679,30.0,No,Motor Imagery,78.88,Fatigued
1472,36,8,26572,3.0,2.692,3.84,6.245,0.199,23.69,Yes,Resting,43.78,Distracted
1473,49,6,280092,1.266,1.989,3.095,5.055,2.451,33.59,No,Motor Imagery,51.05,Fatigued
1474,39,4,520114,1.922,5.996,3.884,9.377,1.23,21.69,No,Motor Imagery,93.25,Focused
1475,40,2,89051,2.41,2.196,6.114,2.785,1.788,32.44,No,Cognitive Load,37.83,Distracted
1476,35,9,191303,1.892,5.365,7.267,3.103,2.005,37.56,No,Visual Stimulus,4.19,Relaxed
1477,34,1,203305,1.763,4.219,0.873,9.247,0.352,30.63,No,Visual Stimulus,76.28,Relaxed
1478,47,1,306822,4.875,2.375,4.431,1.229,1.995,32.16,No,Visual Stimulus,57.32,Fatigued
1479,24,4,457576,1.19,3.489,0.746,6.291,1.763,7.35,No,Cognitive Load,81.49,Distracted
1480,22,7,573722,3.8,5.123,4.013,6.976,2.879,12.17,Yes,Cognitive Load,7.56,Distracted
1481,5,1,66617,0.502,5.359,7.14,5.303,2.618,39.1,No,Motor Imagery,62.12,Distracted
1482,33,9,510874,3.183,1.382,3.212,7.095,0.822,29.26,No,Visual Stimulus,24.77,Focused
1483,36,4,369792,4.622,2.368,7.493,2.141,0.904,24.65,No,Cognitive Load,90.33,Distracted
1484,47,3,81494,1.796,2.344,5.23,8.6,1.079,17.84,No,Cognitive Load,10.99,Focused
1485,20,1,82867,1.335,0.731,7.506,1.83,0.798,6.55,Yes,Cognitive Load,84.31,Relaxed
1486,19,10,168600,3.433,3.79,6.179,4.308,2.663,17.92,No,Motor Imagery,8.86,Fatigued
1487,35,4,458818,3.707,5.202,1.276,1.215,3.978,22.46,No,Resting,2.51,Fatigued
1488,43,9,254265,3.596,2.599,2.234,5.68,2.643,12.4,No,Cognitive Load,23.51,Distracted
1489,17,10,519493,1.937,4.57,3.456,6.863,2.466,11.06,Yes,Cognitive Load,33.3,Fatigued
1490,45,6,164404,1.635,3.952,1.776,9.442,1.699,22.79,No,Cognitive Load,62.65,Distracted
1491,43,6,484353,4.802,2.566,4.212,7.524,1.319,25.51,No,Visual Stimulus,13.17,Relaxed
1492,34,1,264395,4.655,1.276,4.035,5.64,3.653,13.4,No,Visual Stimulus,43.73,Relaxed
1493,9,10,97382,2.558,4.401,7.672,9.36,3.879,25.56,No,Cognitive Load,20.43,Relaxed
1494,26,2,479767,4.308,5.2,3.753,5.045,2.037,36.51,No,Motor Imagery,85.53,Fatigued
1495,2,6,9583,2.535,4.272,6.392,5.831,1.232,21.56,Yes,Resting,4.5,Distracted
1496,9,2,574675,2.41,0.598,7.564,6.163,3.103,35.01,No,Visual Stimulus,35.59,Focused
1497,9,3,285248,1.205,1.689,7.077,4.395,0.617,37.45,No,Resting,63.14,Relaxed
1498,40,4,536512,2.419,0.882,2.065,8.466,3.086,8.23,Yes,Cognitive Load,91.31,Relaxed
1499,17,5,449274,2.918,3.637,4.22,2.259,3.294,8.35,Yes,Visual Stimulus,86.8,Focused
1500,1,9,227444,0.601,4.661,3.108,5.771,0.587,21.66,No,Resting,89.52,Focused
1501,25,4,340716,2.499,1.108,3.499,7.361,3.91,25.58,No,Cognitive Load,6.29,Fatigued
1502,43,9,466690,4.016,5.111,3.206,9.088,3.943,19.91,No,Visual Stimulus,84.09,Relaxed
1503,40,10,266285,3.56,3.555,6.698,8.897,3.753,16.43,Yes,Cognitive Load,77.99,Fatigued
1504,42,3,468298,3.358,4.295,3.891,5.333,2.035,27.43,No,Visual Stimulus,90.24,Relaxed
1505,25,8,136149,4.593,5.843,4.428,6.61,1.06,5.07,Yes,Resting,31.16,Fatigued
1506,39,1,570303,0.581,0.96,7.868,4.245,2.37,38.88,No,Resting,91.18,Fatigued
1507,35,9,171929,3.007,5.457,0.95,4.948,1.738,13.12,No,Visual Stimulus,40.26,Focused
1508,3,9,190912,4.043,1.194,4.16,9.11,0.903,37.1,No,Motor Imagery,63.41,Distracted
1509,50,10,5577,2.936,2.661,6.305,9.342,1.752,8.82,No,Cognitive Load,42.42,Distracted
1510,37,2,50711,1.958,5.183,1.634,9.006,2.689,13.33,Yes,Resting,42.76,Distracted
1511,44,4,563739,1.113,5.484,5.086,1.815,0.377,13.22,No,Motor Imagery,54.66,Relaxed
1512,44,8,493027,4.494,3.285,2.296,8.576,1.4,39.87,No,Visual Stimulus,35.59,Focused
1513,30,7,421863,2.618,3.768,7.006,9.509,0.169,5.16,No,Resting,79.27,Focused
1514,38,1,559119,4.452,4.395,2.953,3.932,3.023,27.39,No,Resting,63.36,Focused
1515,34,5,249402,3.136,5.08,2.968,5.427,2.599,35.44,No,Cognitive Load,68.98,Relaxed
1516,12,7,244942,3.534,1.168,4.986,7.901,0.344,28.53,No,Motor Imagery,23.1,Fatigued
1517,19,4,95119,4.119,4.955,1.877,5.84,3.862,17.7,No,Cognitive Load,96.96,Fatigued
1518,37,1,342776,3.466,3.147,2.637,9.938,0.188,38.54,No,Visual Stimulus,66.02,Distracted
1519,44,9,585842,2.291,2.978,3.625,4.829,2.401,36.27,No,Resting,19.72,Distracted
1520,49,5,50755,2.811,2.831,3.152,7.282,3.128,20.19,No,Motor Imagery,75.05,Relaxed
1521,17,2,153412,4.114,3.301,4.437,8.03,3.173,25.07,No,Cognitive Load,17.37,Relaxed
1522,10,8,588172,2.181,5.698,4.997,5.194,0.234,38.86,No,Motor Imagery,6.34,Distracted
1523,49,2,541770,2.247,3.515,4.75,8.641,3.635,39.39,No,Visual Stimulus,52.76,Fatigued
1524,47,3,54225,0.931,5.742,5.406,5.688,3.682,20.74,Yes,Resting,55.35,Fatigued
1525,12,10,189921,4.616,1.492,2.808,4.411,2.289,34.66,No,Motor Imagery,18.9,Focused
1526,16,1,599142,0.91,4.483,1.448,1.524,1.98,15.57,No,Visual Stimulus,34.84,Distracted
1527,24,2,565544,3.417,4.967,6.206,4.237,0.275,18.01,Yes,Visual Stimulus,94.58,Distracted
1528,19,7,240617,2.359,4.235,6.881,7.472,2.292,10.77,Yes,Resting,28.5,Fatigued
1529,8,10,108721,2.325,3.838,2.428,9.252,1.697,12.32,No,Cognitive Load,15.56,Focused
1530,31,2,113606,3.558,3.606,3.553,2.891,3.114,27.99,No,Resting,99.26,Distracted
1531,21,6,538938,0.802,5.235,4.239,3.875,1.675,22.88,No,Resting,30.23,Fatigued
1532,17,3,177190,3.172,5.019,4.5,1.963,2.766,13.09,No,Motor Imagery,68.03,Fatigued
1533,23,4,28930,3.974,1.173,5.446,7.062,0.495,19.1,Yes,Motor Imagery,23.16,Fatigued
1534,37,8,260102,4.227,5.167,0.812,9.622,0.619,18.06,No,Cognitive Load,55.01,Focused
1535,16,3,362544,1.267,2.777,5.911,6.589,0.645,39.56,Yes,Visual Stimulus,38.63,Focused
1536,6,10,273945,4.538,1.895,0.965,6.362,0.278,34.87,No,Motor Imagery,96.16,Fatigued
1537,8,6,575648,3.453,5.284,4.012,5.758,2.211,18.58,No,Cognitive Load,43.28,Focused
1538,25,1,147631,4.468,2.876,6.708,1.34,3.196,36.99,No,Resting,58.42,Focused
1539,18,7,294478,2.684,4.946,3.884,7.43,2.481,16.99,No,Visual Stimulus,94.48,Focused
1540,25,8,236545,2.939,1.949,1.618,6.219,2.342,28.38,No,Resting,98.92,Focused
1541,12,8,13288,4.636,0.522,7.888,6.784,2.754,38.83,No,Visual Stimulus,10.17,Relaxed
1542,15,3,207302,4.55,3.225,7.17,9.039,1.425,18.66,No,Motor Imagery,83.43,Distracted
1543,26,10,280195,2.517,1.051,6.285,7.948,1.512,28.8,No,Resting,38.21,Distracted
1544,41,1,61715,1.735,4.649,3.586,7.919,1.326,15.36,No,Resting,59.48,Focused
1545,45,9,10737,2.269,2.018,1.879,9.308,2.877,14.32,Yes,Visual Stimulus,37.5,Fatigued
1546,26,6,589428,2.245,2.94,7.561,9.904,0.73,25.1,No,Cognitive Load,40.11,Distracted
1547,47,9,182047,1.791,0.979,4.493,6.022,0.151,39.27,No,Visual Stimulus,15.89,Focused
1548,32,7,267291,1.709,2.077,6.893,1.534,2.425,20.86,No,Motor Imagery,57.28,Distracted
1549,10,1,574796,4.375,4.798,3.066,4.862,3.775,37.82,No,Cognitive Load,54.67,Fatigued
1550,16,1,314368,0.814,1.334,3.015,7.982,2.477,37.0,Yes,Resting,18.94,Focused
1551,7,6,281787,3.549,4.059,7.892,0.763,3.153,13.88,No,Resting,54.17,Fatigued
1552,17,5,301111,1.278,5.546,4.414,1.04,2.724,19.06,No,Resting,97.31,Distracted
1553,23,9,103535,2.05,4.239,1.555,1.138,2.04,27.52,No,Motor Imagery,71.44,Relaxed
1554,26,2,296952,0.777,4.961,2.148,7.445,2.902,23.13,No,Resting,48.1,Fatigued
1555,21,8,512438,1.715,1.099,4.115,5.261,3.314,8.36,No,Resting,91.61,Focused
1556,22,5,583247,3.958,1.879,0.819,4.005,0.976,39.78,Yes,Cognitive Load,57.53,Focused
1557,7,2,395065,4.483,5.42,3.969,1.503,1.411,31.34,No,Motor Imagery,13.5,Fatigued
1558,14,10,330322,1.497,4.433,3.642,7.456,0.973,20.32,Yes,Resting,54.75,Relaxed
1559,15,6,191812,2.586,4.018,6.345,3.55,1.863,26.64,No,Cognitive Load,18.1,Distracted
1560,7,10,112255,2.616,4.151,3.162,3.021,3.552,8.07,No,Resting,76.75,Distracted
1561,9,8,508522,4.431,2.778,7.869,6.697,1.446,22.34,No,Cognitive Load,96.72,Distracted
1562,48,4,1132,3.933,0.745,1.856,5.811,1.56,37.58,No,Resting,36.08,Distracted
1563,8,2,259427,2.809,4.814,4.932,3.943,3.455,36.38,No,Motor Imagery,43.49,Distracted
1564,50,5,431779,3.518,4.233,1.173,6.594,2.11,16.81,Yes,Visual Stimulus,42.15,Focused
1565,23,2,485443,4.313,3.1,6.004,3.077,2.188,23.6,No,Motor Imagery,28.53,Focused
1566,29,2,142003,0.543,5.449,7.961,8.051,3.457,29.41,Yes,Cognitive Load,79.42,Fatigued
1567,18,6,597457,2.313,2.349,6.644,2.679,2.013,16.9,No,Resting,61.77,Fatigued
1568,31,10,260529,4.583,2.119,4.668,2.009,2.758,7.27,No,Motor Imagery,6.41,Distracted
1569,30,9,443855,3.831,5.3,4.136,7.933,0.434,22.69,Yes,Resting,83.88,Distracted
1570,39,4,253608,2.943,4.883,6.763,7.225,0.797,26.06,No,Motor Imagery,18.71,Distracted
1571,35,6,525332,2.883,3.332,7.52,2.235,1.677,5.2,No,Cognitive Load,97.92,Relaxed
1572,18,7,177763,2.065,1.219,7.919,1.604,2.03,8.35,No,Visual Stimulus,37.67,Fatigued
1573,42,6,231807,2.842,1.683,3.474,8.465,3.866,12.26,No,Motor Imagery,61.64,Focused
1574,39,8,24363,3.449,4.109,7.932,7.878,3.886,17.18,No,Resting,7.78,Distracted
1575,17,4,308838,2.383,2.618,1.669,3.609,3.42,23.94,No,Resting,34.47,Fatigued
1576,14,1,394798,3.714,5.101,2.402,6.753,1.331,15.28,No,Resting,80.24,Relaxed
1577,31,7,336473,4.376,5.725,1.168,1.68,3.86,14.67,No,Cognitive Load,47.72,Relaxed
1578,24,3,1620,1.196,4.931,2.538,5.317,2.788,35.43,No,Cognitive Load,90.46,Distracted
1579,35,6,324368,2.532,2.576,6.26,0.678,1.632,10.08,No,Visual Stimulus,57.51,Focused
1580,44,2,449871,2.336,4.838,6.897,4.22,2.837,22.34,Yes,Resting,92.86,Fatigued
1581,45,9,95419,3.594,2.433,6.342,1.211,0.164,38.35,No,Visual Stimulus,98.26,Focused
1582,34,1,496712,1.624,1.419,5.233,5.014,0.67,26.88,Yes,Resting,45.39,Distracted
1583,3,6,180324,3.381,0.684,4.355,4.506,3.336,30.1,No,Motor Imagery,56.52,Distracted
1584,37,6,317953,4.449,2.621,5.815,4.722,2.618,20.09,No,Motor Imagery,83.49,Relaxed
1585,43,5,546547,2.382,5.47,3.431,0.931,1.52,5.7,No,Motor Imagery,22.15,Relaxed
1586,40,5,20655,4.6,1.814,6.81,3.935,2.053,27.61,Yes,Resting,86.16,Fatigued
1587,26,1,450400,4.969,1.636,5.579,7.687,3.63,27.12,No,Motor Imagery,59.19,Distracted
1588,23,10,21602,0.977,5.834,5.734,4.005,2.563,8.86,No,Resting,72.55,Distracted
1589,44,5,342962,1.549,0.638,4.52,7.294,1.653,21.18,Yes,Visual Stimulus,7.99,Fatigued
1590,39,2,525825,4.777,4.822,7.139,4.01,0.569,37.04,No,Cognitive Load,76.62,Focused
1591,15,7,410354,4.812,2.268,2.39,4.521,1.246,12.18,No,Motor Imagery,31.08,Relaxed
1592,49,3,171236,0.94,0.706,3.359,5.857,3.916,21.14,Yes,Resting,80.52,Distracted
1593,4,4,89743,0.567,5.548,6.332,9.531,1.806,21.14,No,Resting,50.92,Distracted
1594,29,3,447875,1.225,1.268,4.196,1.534,1.94,33.38,No,Visual Stimulus,27.46,Focused
1595,22,3,86155,4.982,3.535,7.169,0.813,2.045,33.86,No,Visual Stimulus,95.28,Focused
1596,25,4,89846,1.31,2.007,3.098,6.276,3.548,31.57,No,Cognitive Load,76.51,Focused
1597,13,5,292706,2.761,0.859,3.27,9.516,2.455,17.79,No,Visual Stimulus,98.57,Relaxed
1598,18,1,239647,4.318,0.775,7.166,9.902,2.805,7.52,Yes,Cognitive Load,36.45,Fatigued
1599,33,4,330825,0.592,1.136,3.983,5.1,1.619,17.23,No,Cognitive Load,64.92,Distracted
1600,16,8,289962,3.22,0.893,4.371,4.947,0.213,28.79,Yes,Visual Stimulus,61.16,Relaxed
1601,45,10,319849,1.747,4.683,2.996,6.627,3.731,29.6,No,Cognitive Load,68.76,Focused
1602,42,7,544392,4.381,3.171,2.575,5.779,3.802,38.78,No,Motor Imagery,3.83,Distracted
1603,44,9,386480,1.776,2.386,5.42,6.524,3.802,20.88,Yes,Cognitive Load,29.17,Distracted
1604,2,5,424632,3.59,2.801,1.399,8.803,3.78,27.14,Yes,Resting,90.93,Relaxed
1605,35,10,173084,3.534,5.609,7.095,7.59,3.279,23.87,No,Resting,42.38,Focused
1606,42,4,524156,1.497,5.509,6.344,5.22,2.77,10.27,Yes,Resting,96.06,Focused
1607,34,8,461261,0.657,4.436,1.931,4.888,3.394,21.14,No,Visual Stimulus,21.35,Fatigued
1608,30,9,310414,2.342,5.366,5.705,6.576,2.442,24.07,No,Resting,99.74,Focused
1609,13,7,203141,1.801,2.258,5.02,4.829,0.624,38.28,No,Visual Stimulus,69.76,Relaxed
1610,13,7,443049,4.14,2.596,1.884,4.849,1.626,17.83,No,Resting,77.64,Fatigued
1611,18,5,194716,4.102,3.875,2.549,0.655,3.888,39.3,No,Cognitive Load,39.69,Fatigued
1612,32,4,331612,2.557,3.93,3.567,2.154,1.469,23.98,Yes,Visual Stimulus,90.7,Fatigued
1613,32,10,190545,3.229,3.149,5.744,5.141,3.485,13.49,No,Resting,54.55,Fatigued
1614,35,1,431544,3.219,2.704,5.29,8.315,0.464,11.71,No,Cognitive Load,68.09,Fatigued
1615,39,10,430000,4.222,5.924,4.492,3.148,1.403,9.96,No,Visual Stimulus,9.48,Relaxed
1616,46,10,23723,2.413,5.016,6.263,5.465,1.469,20.85,No,Cognitive Load,63.17,Distracted
1617,29,7,524362,1.74,2.892,6.185,3.777,0.301,5.77,No,Cognitive Load,87.91,Focused
1618,49,1,288642,1.693,4.5,5.134,1.496,0.564,20.58,No,Cognitive Load,17.83,Distracted
1619,29,1,413757,2.913,1.983,6.402,9.604,0.853,39.59,Yes,Visual Stimulus,73.77,Distracted
1620,44,5,570217,2.521,1.051,3.007,8.619,3.367,28.45,No,Visual Stimulus,2.54,Focused
1621,16,9,123199,2.481,2.438,7.109,1.246,0.347,31.59,No,Motor Imagery,92.62,Focused
1622,44,6,231525,0.91,2.716,5.112,7.338,1.265,9.17,No,Motor Imagery,98.29,Distracted
1623,47,3,288172,3.734,0.591,6.668,3.802,0.14,21.56,No,Motor Imagery,35.42,Focused
1624,10,3,29545,1.462,4.981,4.597,9.951,2.813,15.02,No,Motor Imagery,10.71,Fatigued
1625,30,7,31673,1.386,2.476,2.138,3.373,2.519,36.29,No,Visual Stimulus,65.86,Focused
1626,25,6,424190,2.357,3.692,4.568,2.768,2.615,11.35,No,Motor Imagery,2.98,Focused
1627,39,9,452115,1.525,0.907,3.283,5.895,1.56,21.06,No,Resting,48.25,Fatigued
1628,20,6,416313,3.127,1.462,5.731,8.434,0.912,25.58,No,Motor Imagery,27.18,Fatigued
1629,5,5,355288,2.172,5.393,4.068,2.329,2.909,22.99,No,Resting,47.33,Fatigued
1630,1,10,326968,2.52,3.848,6.771,7.239,3.263,34.06,Yes,Resting,1.83,Focused
1631,30,7,23525,2.917,5.727,5.586,1.083,0.641,13.1,No,Cognitive Load,5.16,Fatigued
1632,49,1,582092,1.416,5.993,5.634,9.23,1.999,18.21,No,Cognitive Load,1.6,Fatigued
1633,3,7,146115,1.201,2.545,2.129,1.27,1.07,32.72,No,Cognitive Load,61.91,Relaxed
1634,45,3,566134,4.462,2.143,7.882,9.185,0.756,23.48,No,Motor Imagery,56.01,Relaxed
1635,14,9,77261,2.452,5.221,6.813,5.163,2.964,19.07,No,Visual Stimulus,23.32,Focused
1636,30,6,500827,2.354,5.992,6.418,4.757,2.199,6.03,Yes,Resting,64.66,Fatigued
1637,50,9,184100,0.66,3.963,2.977,9.746,0.943,31.37,No,Visual Stimulus,88.42,Focused
1638,4,5,7265,2.741,4.873,4.517,9.909,1.309,39.03,No,Visual Stimulus,27.73,Relaxed
1639,18,7,206724,2.994,4.8,1.528,6.677,3.87,26.71,No,Motor Imagery,83.2,Relaxed
1640,37,4,15733,3.015,2.454,4.539,1.708,3.41,34.98,No,Visual Stimulus,66.25,Fatigued
1641,25,7,299564,3.682,3.658,1.594,5.309,3.532,23.09,No,Visual Stimulus,3.38,Focused
1642,48,1,458365,1.299,5.082,4.648,5.527,1.894,13.11,No,Cognitive Load,37.51,Relaxed
1643,1,7,21058,1.635,4.285,5.365,5.387,2.533,5.51,No,Cognitive Load,50.78,Distracted
1644,46,8,246301,4.148,0.616,3.426,5.91,1.569,27.87,Yes,Resting,73.17,Fatigued
1645,15,5,297073,4.762,2.352,4.239,0.678,0.403,22.26,Yes,Resting,28.71,Focused
1646,9,2,162434,1.112,1.295,7.067,7.257,1.664,32.37,Yes,Cognitive Load,98.27,Distracted
1647,15,5,77597,2.739,1.781,1.314,7.268,2.417,29.31,No,Motor Imagery,68.45,Fatigued
1648,49,6,78209,1.464,5.48,6.438,1.597,1.22,39.58,No,Motor Imagery,37.28,Fatigued
1649,24,2,192941,0.77,0.703,1.781,5.917,3.407,22.86,No,Resting,9.7,Relaxed
1650,4,6,148620,1.965,1.709,0.775,5.899,0.689,19.95,Yes,Cognitive Load,18.14,Focused
1651,12,6,408294,1.147,2.203,1.892,6.983,1.532,15.04,No,Motor Imagery,48.76,Relaxed
1652,37,1,398635,3.695,3.893,6.238,1.311,0.587,21.69,Yes,Visual Stimulus,49.47,Distracted
1653,37,1,166562,2.902,3.438,3.538,6.452,1.679,35.55,No,Resting,76.77,Distracted
1654,43,10,207158,1.147,1.7,7.044,3.167,0.255,6.49,No,Resting,72.62,Distracted
1655,6,3,1468,0.542,1.403,4.435,5.317,1.163,39.23,Yes,Visual Stimulus,20.13,Distracted
1656,39,10,286453,4.137,1.802,0.667,7.847,1.663,39.77,No,Visual Stimulus,59.5,Distracted
1657,46,10,72255,1.293,3.264,5.875,7.204,1.965,25.92,No,Resting,2.06,Focused
1658,24,3,553006,3.228,1.991,1.327,1.63,2.22,16.6,No,Visual Stimulus,39.85,Focused
1659,11,4,225409,2.016,5.712,6.42,6.116,1.172,12.81,No,Motor Imagery,76.41,Fatigued
1660,13,2,239967,3.135,3.051,1.761,9.707,2.14,14.68,No,Resting,39.95,Fatigued
1661,34,9,368697,1.92,0.823,3.091,1.989,2.085,6.75,No,Motor Imagery,83.56,Focused
1662,25,10,375595,0.891,4.511,6.21,8.603,1.333,21.63,No,Resting,97.62,Fatigued
1663,7,7,247113,1.503,2.309,7.657,7.174,3.338,7.01,No,Motor Imagery,60.72,Relaxed
1664,4,7,397111,1.346,4.094,3.286,7.853,2.228,30.15,No,Cognitive Load,14.5,Focused
1665,8,6,582314,2.426,2.038,6.721,3.179,1.396,18.02,No,Motor Imagery,37.97,Relaxed
1666,20,3,567256,3.462,3.639,1.931,3.235,3.795,11.98,Yes,Visual Stimulus,0.95,Distracted
1667,29,6,408548,1.687,4.747,6.554,9.107,3.396,24.07,No,Cognitive Load,60.27,Distracted
1668,45,8,145693,0.554,5.604,5.431,3.918,3.932,39.08,Yes,Resting,82.16,Fatigued
1669,46,8,542462,2.835,1.936,1.946,1.099,2.8,29.33,Yes,Motor Imagery,62.99,Focused
1670,10,9,564790,3.226,2.342,2.769,6.206,1.575,22.21,Yes,Resting,78.61,Distracted
1671,43,1,298818,4.833,3.053,1.488,1.686,1.195,32.19,Yes,Cognitive Load,79.99,Fatigued
1672,34,1,561548,3.153,5.599,3.372,8.068,2.687,30.81,Yes,Visual Stimulus,85.1,Relaxed
1673,26,3,596093,2.62,5.458,2.027,6.597,3.925,36.21,Yes,Visual Stimulus,26.67,Focused
1674,41,3,195991,3.08,0.994,5.33,8.81,2.544,12.16,No,Visual Stimulus,87.13,Fatigued
1675,49,10,185541,4.676,1.226,7.959,7.956,3.538,35.06,No,Resting,65.41,Distracted
1676,3,8,17194,4.228,3.225,0.59,1.565,1.384,15.54,Yes,Visual Stimulus,28.97,Relaxed
1677,6,10,518953,1.953,1.086,4.557,4.12,1.687,37.93,No,Visual Stimulus,98.73,Relaxed
1678,5,1,568011,1.568,2.401,4.802,7.858,3.634,14.84,No,Resting,95.02,Fatigued
1679,5,2,231408,1.682,1.316,7.357,4.465,3.052,37.44,Yes,Resting,57.44,Focused
1680,47,2,468451,2.77,3.998,4.295,9.737,3.928,38.73,No,Cognitive Load,84.32,Fatigued
1681,23,3,242113,3.848,5.722,4.578,7.49,3.122,10.09,No,Visual Stimulus,26.15,Distracted
1682,49,6,76298,2.764,5.982,4.037,0.647,1.849,39.11,No,Cognitive Load,41.6,Focused
1683,9,1,583526,0.805,2.564,2.517,8.86,2.171,8.0,No,Motor Imagery,18.4,Distracted
1684,35,2,259425,3.756,3.795,0.92,1.458,3.612,12.65,No,Motor Imagery,52.01,Relaxed
1685,20,1,510609,4.127,5.209,3.565,1.835,2.251,20.55,No,Motor Imagery,49.6,Relaxed
1686,49,5,107092,1.803,1.146,0.894,7.478,1.096,39.78,No,Motor Imagery,21.28,Distracted
1687,42,7,264291,3.489,4.293,4.629,8.717,1.799,22.1,No,Resting,67.28,Distracted
1688,35,8,229991,2.42,2.749,2.805,5.595,2.114,24.26,No,Cognitive Load,11.78,Relaxed
1689,50,10,300589,4.501,1.634,4.502,3.246,0.477,29.3,No,Cognitive Load,6.17,Fatigued
1690,18,1,192180,4.304,2.715,1.507,3.837,3.001,38.89,No,Resting,38.49,Fatigued
1691,17,7,347761,2.864,0.918,7.495,3.757,0.526,32.42,Yes,Motor Imagery,40.98,Fatigued
1692,24,5,213482,3.612,4.325,7.209,3.603,1.679,12.85,No,Cognitive Load,31.97,Distracted
1693,3,10,599649,4.475,1.89,1.925,2.808,3.238,15.6,No,Visual Stimulus,25.79,Distracted
1694,32,1,428910,2.731,2.213,3.076,6.284,1.924,8.42,No,Resting,33.88,Relaxed
1695,35,3,124232,1.91,1.166,5.101,9.054,3.384,27.56,No,Resting,16.34,Focused
1696,38,7,81171,3.891,5.256,1.218,3.417,1.433,11.33,No,Visual Stimulus,40.35,Fatigued
1697,13,10,376295,1.49,3.214,3.159,2.274,3.835,14.01,Yes,Motor Imagery,90.46,Fatigued
1698,47,1,86296,2.248,3.647,2.383,8.466,0.917,36.08,No,Motor Imagery,22.44,Fatigued
1699,25,7,140562,4.396,3.632,7.366,7.547,0.249,16.44,No,Cognitive Load,68.45,Relaxed
1700,9,5,152324,3.76,2.758,6.894,9.343,3.502,24.83,No,Visual Stimulus,14.18,Focused
1701,4,1,498506,2.317,1.559,4.849,2.072,3.034,18.91,No,Cognitive Load,35.39,Focused
1702,14,1,241535,1.466,4.598,4.403,1.87,1.005,7.59,No,Motor Imagery,32.12,Focused
1703,37,1,332103,2.102,1.199,7.48,5.644,3.94,17.7,No,Cognitive Load,93.7,Fatigued
1704,34,9,403666,1.778,1.071,7.493,6.337,2.059,19.28,No,Visual Stimulus,42.8,Distracted
1705,11,3,318166,1.292,4.406,7.77,5.062,3.809,36.35,No,Visual Stimulus,69.05,Fatigued
1706,41,5,171999,3.845,1.649,1.44,6.19,2.07,16.36,No,Visual Stimulus,60.25,Focused
1707,3,10,311997,1.634,2.187,1.704,2.214,1.94,18.27,No,Motor Imagery,14.1,Relaxed
